교육과정,출판년도,국/검/인정,자료형태,학교급,학교구분,서명,저자,발행처(출판사),정가,사용학년
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),수산생물,마채우,(사)한국검인정(전남교육청),8510.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),수산양식일반,최상덕,(사)한국검인정(전남교육청),9960.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),수산경영,김병호,(사)한국검인정(경북교육청),8840.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),수산물유통,장영수,(사)한국검인정(전남교육청),7280.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),양식생물질병,홍수희,(사)한국검인정(전남교육청),6270.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해양환경과자원,정용현,(사)한국검인정(경남교육청),8620.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해양레저관광,박수정,(사)한국검인정(인천교육청),8120.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),요트조종,장종원,(사)한국검인정(인천교육청),8560.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),잠수기술,김지현,(사)한국검인정(충남교육청),8400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),항해기초,신현옥,(사)한국검인정(인천교육청),9460.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해사일반,김세원,(사)한국검인정(부산교육청),9630.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해사법규,이종근,(사)한국검인정(부산교육청),9010.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),선박운용,강일권,(사)한국검인정(인천교육청),8840.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),선화운송,공길영,(사)한국검인정(부산교육청),9570.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),항만물류일반,백인흠,(사)한국검인정(부산교육청),7390.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해사영어,채종주,(사)한국검인정(부산교육청),10590.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),항해사직무,박용선,(사)한국검인정(인천교육청),8000.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅰ,권혁빈,교학사,9120.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅰ,이용철,와이비엠,8700.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅰ,이진우,미래엔,8380.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅰ,이기영,비상교육,9100.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅰ,오필석,천재교육,8430.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅰ,권석민,금성출판사,8840.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅰ,김진성,와이비엠,8150.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅰ,이용준,교학사,8700.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),물리학Ⅱ,김성진,미래엔,8760.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),물리학Ⅱ,김영민,교학사,8860.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),물리학Ⅱ,손정우,비상교육,8940.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),물리학Ⅱ,강남화,천재교육,8390.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),물리학Ⅱ,김성원,지학사,8770.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),화학Ⅱ,장낙한,상상아카데미,8710.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),화학Ⅱ,최미화,미래엔,8530.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),화학Ⅱ,홍훈기,교학사,8670.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),화학Ⅱ,박종석,비상교육,8450.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),화학Ⅱ,노태희,천재교육,8620.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),화학Ⅱ,이상권,지학사,8980.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅱ,오현선,미래엔,8750.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅱ,심규철,비상교육,9080.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅱ,이준규,천재교육,8940.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅱ,전상학,지학사,9210.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),생명과학Ⅱ,권혁빈,교학사,9330.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅱ,이진우,미래엔,8720.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅱ,이기영,비상교육,9080.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅱ,오필석,천재교육,8930.0,
2015개정교육과정,2019,검정,교과서,고등학교,일반학교(보통교과),지구과학Ⅱ,이태욱,교학사,8700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해운일반,홍성화,(사)한국검인정(인천교육청),7560.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),열기관,이창용,(사)한국검인정(인천교육청),8960.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),선박보조기계,박주성,(사)한국검인정(인천교육청),8400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),선박전기·전자,소명옥,(사)한국검인정(부산교육청),8060.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기관실무기초,박종운,(사)한국검인정(인천교육청),8620.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기관직무일반,정태영,(사)한국검인정(인천교육청),8510.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용국어,이도영,창비,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용국어,이창덕,천재교육,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용국어,민병곤,미래엔,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),심화국어,석은동,상문연구사,9000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용수학,이준열,천재교육,6000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용수학,김창일,씨마스,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용수학,이장주,웅보출판사,6000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),경제수학,최원,(사)한국검인정(광주교육청),5880.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용영어,김성곤,엔이능률,9500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용영어,박준언,와이비엠,10900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),실용영어,안병규,천재교육,9600.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),영어권문화,김정렬,엔이능률,10000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로영어,김정렬,엔이능률,10000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로영어,박준언,와이비엠,10900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),여행지리,박종관,천재교과서,8700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),사회문제탐구,모경환,(사)한국검인정(전북교육청),5880.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),고전과윤리,박병기,(사)한국검인정(전북교육청),5990.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),과학사,송진웅,(사)한국검인정(대구교육청),7220.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),과학사,정인경,씨마스,9800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),생활과과학,전영석,(사)한국검인정(대구교육청),7280.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),융합과학,조현수,(사)한국검인정(대구교육청),7390.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),과학융합,손정우,(재)한국과학창의재단,6000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),과학교양,손정우,(재)한국과학창의재단,6000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,정영린,미래엔,8470.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,이종영,천재교과서,7800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,이민표,비상교육,8400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,주명덕,동아출판,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,김경래,와이비엠,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,조송현,금성출판사,8800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,양재근,씨마스,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,안양옥,지학사,8640.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,권순용,교학사,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,김대진,체육과건강,8200.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육,황인,태림출판사,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,김대진,체육과건강,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,정영린,미래엔,8850.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,이종영,천재교과서,7700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,주명덕,동아출판,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,김경래,와이비엠,8200.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,조송현,금성출판사,9300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,정덕조,씨마스,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,안양옥,지학사,7360.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,신철호,웅보출판사,6000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),운동과건강,서희진,교학사,9000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스포츠생활,김대진,체육과건강,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스포츠생활,이종영,천재교과서,7700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스포츠생활,이민표,비상교육,8800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스포츠생활,김경래,와이비엠,8200.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스포츠생활,양재근,씨마스,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육탐구,김대진,체육과건강,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육탐구,신원섭,성안당,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),체육탐구,정진욱,씨마스,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,조대현,다락원,6490.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,장기범,미래엔,6000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,주대창,비상교육,6400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,김광옥,아침나라,7220.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,강민선,와이비엠,6720.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,최은식,천재교과서,6800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,양종모,음악과생활,7480.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,황병숙,지학사,6100.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,주광식,박영사,8450.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악,김용희,금성출판사,7000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,김형숙,교학도서,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,최찬경,금성출판사,7400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,조우호,미래엔,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,현영호,비상교육,7150.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,심영옥,와이비엠,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,안혜리,지학사,7440.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,장지성,천재교과서,7300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,서예식,해냄에듀,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,이창구,미진사,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술,조익환,씨마스,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),연극,구민정,천재교과서,9500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),연극,박미리,금성출판사,12000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),연극,오세곤,지학사,11900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악연주,양종모,음악과생활,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악감상과비평,양종모,음악과생활,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악감상과비평,정미영,천재교과서,7000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악감상과비평,유명국,교학사,9000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악감상과비평,황병숙,아침나라,7800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),음악감상과비평,양은주,와이비엠,7400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술창작,심영옥,와이비엠,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술창작,김윤배,천재교과서,7300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술창작,서예식,해냄에듀,7800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술창작,강해중,미진사,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술창작,조익환,씨마스,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술감상과비평,김윤배,천재교과서,7600.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술감상과비평,박재희,미진사,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),미술감상과비평,조익환,씨마스,7500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,이춘식,천재교과서,8200.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,김기수,비상교육,8120.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,박미정,삼양미디어,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,이철현,미래엔,8900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,이봉구,교학도서,10000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,정성봉,교학사,9760.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,조강영,금성출판사,9400.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,최유현,지학사,7960.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,최완식,교문사,10150.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,유창열,동아출판,8050.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,이창훈,씨마스,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),기술·가정,계광선,이오북스,9150.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,김재현,교문사,10300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,강신천,씨마스,8600.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,이영준,교학사,10000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,김영일,금성출판사,9500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,임희석,비상교육,8820.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,한건우,삼양미디어,9000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,김현철,천재교과서,9000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),정보,김영식,이오북스,10800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),농업생명과학,정남용,(사)한국검인정(충남교육청),6550.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),공학일반,이상봉,(사)한국검인정(충남교육청),6940.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),창의경영,송혁준,교학사,10000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),창의경영,고종남,이오북스,11800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),해양문화와기술,장충식,(사)한국검인정(전남교육청),5990.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),가정과학,최현자,천재교과서,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),지식재산일반,김병남,(사)한국검인정(서울교육청),6270.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),독일어Ⅰ,김한란,(사)한국검인정(부산교육청),6160.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),프랑스어Ⅰ,김형래,(사)한국검인정(서울교육청),6390.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스페인어Ⅰ,이강국,(사)한국검인정(전남교육청),6440.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,유성진,엔이능률,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,임승규,지학사,10700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,이종민,정진출판사,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,이기훈,와이비엠,10700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,최병권,미래엔,9500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,신승희,천재교과서,10000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,심형철,시사북스,8900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,김명화,넥서스,9500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,박용호,동양북스,9500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,김성철,다락원,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅰ,이선희,파고다북스,9300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,박행자,엔이능률,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,윤강구,다락원,8800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,오현정,미래엔,9700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,안병곤,에듀서울,9920.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,배홍철,천재교과서,9920.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,이경수,시사북스,8900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,김동규,파고다북스,9700.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅰ,박윤원,길벗,8850.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),러시아어Ⅰ,김문황,(사)한국검인정(강원교육청),6720.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),아랍어Ⅰ,장세원,(사)한국검인정(울산교육청),6270.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),베트남어Ⅰ,안경환,(사)한국검인정(충남교육청),6610.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),독일어Ⅱ,김한란,(사)한국검인정(부산교육청),6330.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),프랑스어Ⅱ,김형래,(사)한국검인정(서울교육청),6270.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),스페인어Ⅱ,이강국,(사)한국검인정(전남교육청),6440.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅱ,유성진,엔이능률,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅱ,이종민,정진출판사,9000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅱ,신승희,천재교과서,9900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅱ,심형철,시사북스,8900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅱ,최병권,미래엔,10300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),중국어Ⅱ,김성철,다락원,8200.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅱ,박행자,엔이능률,8500.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅱ,윤강구,다락원,8800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅱ,오현정,미래엔,9920.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅱ,배홍철,천재교과서,9900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),일본어Ⅱ,이경수,시사북스,8900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),러시아어Ⅱ,김문황,(사)한국검인정(강원교육청),6670.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),아랍어Ⅱ,이인섭,(사)한국검인정(울산교육청),6110.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),베트남어Ⅱ,안경환,(사)한국검인정(충남교육청),6440.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,송재소,다락원,7300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,이향배,대명사,6800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,심경호,미래엔,7800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,김용재,와이비엠,7300.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,안대회,천재교과서,7950.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,안재철,지학사,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,김성중,이젠미디어,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,이동재,비상교육,7280.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,신표섭,대학서림,7440.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,오형민,금성출판사,7850.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,박성규,동아출판,7750.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,진재교,장원교육,7440.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅰ,김영진,씨마스,7800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),한문Ⅱ,안대회,천재교과서,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),철학,홍윤기,천재교과서,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),논리학,정해창,(사)한국검인정(세종교육청),5600.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),심리학,곽호완,(사)한국검인정(세종교육청),6880.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),교육학,강현석,천재교육,9900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),종교학,고병철,(사)한국검인정(세종교육청),5430.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,송해동,성림출판,9900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,이용순,미래엔,8480.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,김철중,지학사,9760.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,김재호,천재교과서,8000.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,서우석,와이비엠,7900.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,김성길,이오북스,9060.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,정동순,씨마스,8200.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,최은경,이오미디어,9800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,김봉환,비상교육,8480.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),진로와직업,안연근,삼양미디어,7800.0,
2015개정교육과정,2019,인정,교과서,고등학교,일반학교(보통교과),보건,유인숙,천재교과서,8000.0,
